Target,Model,F1_Class_0,F1_Class_1,Precision,Accuracy,Recall,AUC_ROC
Allergy_Present,RandomForest,0.9701248453681319,0.9718382947914916,0.9716989431865175,0.9710215804999223,0.9726183518410287,0.9954517180656864
Allergy_Present,XGBoost,0.9595445404518873,0.9613657598047679,0.9611121058864119,0.9604875019406925,0.9573056691992987,0.990096216612143
Allergy_Present,LogisticRegression,0.946077123618353,0.946735865721464,0.9485325258553905,0.946444651451638,0.924780829924021,0.981369367044411
Allergy_Present,SVM,0.8594869788565683,0.8803538311475553,0.8752515569057981,0.8708973761838225,0.9212741087083576,0.9319373021776587
Respiratory_Allergy,RandomForest,0.9567991303110481,0.9451498165976263,0.9530457846230374,0.9516922838068623,0.9595510204081632,0.9890913952119309
Respiratory_Allergy,XGBoost,0.9598668978253212,0.9469630240936147,0.9550951342277069,0.9543316255239869,0.9393469387755102,0.986819122841444
Respiratory_Allergy,LogisticRegression,0.9356362418858261,0.9158474875586584,0.928662281005043,0.9271464058376029,0.9071428571428573,0.970541159733124
Respiratory_Allergy,SVM,0.8122232002522958,0.8062360690040042,0.8322565732130446,0.8094628163328675,0.911061224489796,0.9098046507064363
Food_Allergy,RandomForest,0.9250683599047612,0.8641312121439336,0.9087453512728174,0.9034699580810435,0.9092442645074224,0.9690984444917963
Food_Allergy,XGBoost,0.9356161703116591,0.873865380707486,0.916225670310878,0.9148501785437043,0.8780701754385966,0.9713629282382745
Food_Allergy,LogisticRegression,0.87964225100902,0.776244386700902,0.8487269556271417,0.8437199192671946,0.8060053981106613,0.9080047351847907
Food_Allergy,SVM,0.8804285151101483,0.765874112995983,0.8436070745200451,0.8419732960720385,0.7645074224021592,0.9047985534010465
Venom_Allergy,RandomForest,0.9518472955094788,0.3512669683257919,0.9022642662985592,0.9104564508616674,0.31527777777777777,0.8839550264550265
Venom_Allergy,XGBoost,0.9491087550036962,0.3828571428571429,0.9049295920904014,0.906078248719143,0.3722222222222222,0.8575264550264551
Venom_Allergy,LogisticRegression,0.917397666596209,0.25753849049501226,0.8836513422677676,0.8515913678000311,0.3263888888888889,0.6994444444444443
Venom_Allergy,SVM,0.8274394928339545,0.231158849305687,0.8860254995242147,0.7199270299642914,0.5263888888888889,0.7180026455026456
